variant,family,scenario,prompt_id,tolerance_mode,percentile,tolerance_scale,signature_scalars_per_checkpoint,signature_bytes_per_checkpoint_fp32,reveal_payload_bytes_per_trace,reference_capture_file_bytes,candidate_capture_file_bytes,metadata_bytes,commitment_head_bytes,commitment_chain_bytes,validator_storage_head_bytes,validator_storage_full_chain_bytes,reference_capture_load_ms,candidate_capture_load_ms,commitment_generation_ms,replay_ms,compare_ms,challenge_latency_ms,detected,first_mismatch_stage,first_mismatch_checkpoint,verdict_bytes
scalar64,scalar,tamper,eval_095,global_shared,99.99,2.0,64,256,768,86952,86952,2132,32,96,176257,176321,1.542208,1.542375,0.080041,0.068459,0.002333,3.155375,1,prefill,C2,189
scalar64,scalar,tamper,eval_096,global_shared,99.99,2.0,64,256,768,87127,87127,2132,32,96,176607,176671,1.613209,1.508834,0.092792,0.065458,0.002208,3.189709,1,prefill,C2,189
scalar64,scalar,tamper,eval_097,global_shared,99.99,2.0,64,256,768,117750,117750,2132,32,96,237853,237917,1.5725,1.572625,0.09825,0.066209,0.002167,3.213501,1,prefill,C2,189
scalar64,scalar,tamper,eval_098,global_shared,99.99,2.0,64,256,768,117759,117759,2132,32,96,237871,237935,1.718458,1.664125,0.078292,0.065459,0.002167,3.450209,1,prefill,C2,189
scalar64,scalar,tamper,eval_099,global_shared,99.99,2.0,64,256,768,117780,117780,2132,32,96,237913,237977,1.616,1.571,0.07775,0.064167,0.002209,3.253376,1,prefill,C2,189
scalar64,scalar,tamper,eval_100,global_shared,99.99,2.0,64,256,768,87059,87059,2132,32,96,176471,176535,1.507459,1.597708,0.084333,0.071584,0.002541,3.179292,1,prefill,C2,189
scalar64,scalar,tamper,eval_101,global_shared,99.99,2.0,64,256,768,94700,94700,2132,32,96,191753,191817,1.59025,1.551542,0.081083,0.067333,0.002292,3.211417,1,prefill,C2,189
scalar64,scalar,tamper,eval_102,global_shared,99.99,2.0,64,256,768,102373,102373,2132,32,96,207099,207163,1.576333,1.574667,0.08125,0.065334,0.002208,3.218542,1,prefill,C2,189
scalar64,scalar,tamper,eval_103,global_shared,99.99,2.0,64,256,768,87158,87158,2132,32,96,176669,176733,1.564083,1.49525,0.081667,0.069875,0.002291,3.131499,1,prefill,C2,189
scalar64,scalar,tamper,eval_104,global_shared,99.99,2.0,64,256,768,87146,87146,2132,32,96,176645,176709,1.54175,1.528583,0.079333,0.070542,0.002375,3.14325,1,prefill,C2,189
scalar64,scalar,tamper,eval_105,global_shared,99.99,2.0,64,256,768,87135,87135,2132,32,96,176623,176687,1.483041,1.496167,0.075542,0.064,0.002208,3.045416,1,prefill,C2,189
scalar64,scalar,tamper,eval_106,global_shared,99.99,2.0,64,256,768,87115,87115,2132,32,96,176583,176647,1.536084,1.494833,0.079291,0.067291,0.002291,3.100499,1,prefill,C2,189
scalar64,scalar,tamper,eval_107,global_shared,99.99,2.0,64,256,768,117810,117810,2132,32,96,237973,238037,1.632625,1.594083,0.080042,0.066833,0.002291,3.295832,1,prefill,C2,189
scalar64,scalar,tamper,eval_108,global_shared,99.99,2.0,64,256,768,117838,117838,2132,32,96,238029,238093,1.571708,1.575542,0.081792,0.068333,0.002333,3.217916,1,prefill,C2,189
scalar64,scalar,tamper,eval_109,global_shared,99.99,2.0,64,256,768,117828,117828,2132,32,96,238009,238073,1.62275,1.618916,0.080458,0.067833,0.002291,3.31179,1,prefill,C2,189
scalar64,scalar,tamper,eval_110,global_shared,99.99,2.0,64,256,768,87160,87160,2132,32,96,176673,176737,1.575583,1.568,0.079375,0.118667,0.002959,3.265209,1,prefill,C2,189
scalar64,scalar,tamper,eval_111,global_shared,99.99,2.0,64,256,768,87018,87018,2132,32,96,176389,176453,1.531625,1.446167,0.076583,0.064792,0.002125,3.044709,1,prefill,C2,189
scalar64,scalar,tamper,eval_112,global_shared,99.99,2.0,64,256,768,94785,94785,2132,32,96,191923,191987,1.527333,1.565292,0.082792,0.068958,0.002041,3.163624,1,prefill,C2,189
scalar64,scalar,tamper,eval_113,global_shared,99.99,2.0,64,256,768,79413,79413,2132,32,96,161179,161243,1.559708,1.515458,0.079833,0.101792,0.0045,3.181458,1,prefill,C2,189
scalar64,scalar,tamper,eval_114,global_shared,99.99,2.0,64,256,768,79398,79398,2132,32,96,161149,161213,1.531834,1.433583,0.091792,0.072958,0.002292,3.040667,1,prefill,C2,189
scalar64,scalar,tamper,eval_115,global_shared,99.99,2.0,64,256,768,79342,79342,2132,32,96,161037,161101,1.511584,1.480583,0.085208,0.07,0.0025,3.064667,1,prefill,C2,189
scalar64,scalar,tamper,eval_116,global_shared,99.99,2.0,64,256,768,79427,79427,2132,32,96,161207,161271,1.526292,1.495125,0.085583,0.073542,0.002375,3.097334,1,prefill,C2,189
scalar64,scalar,tamper,eval_117,global_shared,99.99,2.0,64,256,768,110094,110094,2132,32,96,222541,222605,1.565,1.582708,0.082125,0.067375,0.002291,3.217374,1,prefill,C2,189
scalar64,scalar,tamper,eval_118,global_shared,99.99,2.0,64,256,768,110064,110064,2132,32,96,222481,222545,1.586333,1.605083,0.082792,0.068,0.002333,3.261749,1,prefill,C2,189
scalar64,scalar,tamper,eval_119,global_shared,99.99,2.0,64,256,768,110108,110108,2132,32,96,222569,222633,1.628833,1.52775,0.111834,0.06475,0.002333,3.223666,1,prefill,C2,189
scalar64,scalar,tamper,eval_120,global_shared,99.99,2.0,64,256,768,79443,79443,2132,32,96,161239,161303,1.472917,1.452292,0.075667,0.067333,0.002291,2.994833,1,prefill,C2,189
scalar64,scalar,tamper,eval_121,global_shared,99.99,2.0,64,256,768,125386,125386,2132,32,96,253125,253189,1.616666,1.577541,0.076625,0.068084,0.002208,3.264499,1,prefill,C2,189
scalar64,scalar,tamper,eval_122,global_shared,99.99,2.0,64,256,768,133104,133104,2132,32,96,268561,268625,1.643667,1.689791,0.083708,0.068167,0.002208,3.403833,1,prefill,C2,189
scalar64,scalar,tamper,eval_123,global_shared,99.99,2.0,64,256,768,117705,117705,2132,32,96,237763,237827,1.557959,1.5175,0.076333,0.065125,0.002167,3.142751,1,prefill,C2,189
scalar64,scalar,tamper,eval_124,global_shared,99.99,2.0,64,256,768,117871,117871,2132,32,96,238095,238159,1.583041,1.562042,0.078959,0.064792,0.002167,3.212042,1,prefill,C2,189
scalar64,scalar,tamper,eval_125,global_shared,99.99,2.0,64,256,768,117680,117680,2132,32,96,237713,237777,1.622875,1.647459,0.076667,0.064375,0.002208,3.336917,1,prefill,C2,189
scalar64,scalar,tamper,eval_126,global_shared,99.99,2.0,64,256,768,117799,117799,2132,32,96,237951,238015,1.593375,1.808708,0.085042,0.0665,0.00225,3.470833,1,prefill,C2,189
scalar64,scalar,tamper,eval_127,global_shared,99.99,2.0,64,256,768,148349,148349,2132,32,96,299051,299115,1.86925,1.924333,0.102292,0.070125,0.002541,3.866249,1,prefill,C2,189
scalar64,scalar,tamper,eval_128,global_shared,99.99,2.0,64,256,768,148283,148283,2132,32,96,298919,298983,1.733292,1.65075,0.078917,0.067917,0.002333,3.454292,1,prefill,C2,189
scalar64,scalar,tamper,eval_129,global_shared,99.99,2.0,64,256,768,148312,148312,2132,32,96,298977,299041,1.696083,1.697291,0.079833,0.068084,0.002417,3.463875,1,prefill,C2,189
scalar64,scalar,tamper,eval_130,global_shared,99.99,2.0,64,256,768,117825,117825,2132,32,96,238003,238067,1.683042,1.616834,0.080375,0.066458,0.002417,3.368751,1,prefill,C2,189
scalar64,scalar,tamper,eval_131,global_shared,99.99,2.0,64,256,768,94679,94679,2132,32,96,191711,191775,1.518166,1.592167,0.085833,0.06525,0.002333,3.177916,1,prefill,C2,189
scalar64,scalar,tamper,eval_132,global_shared,99.99,2.0,64,256,768,102344,102344,2132,32,96,207041,207105,1.534625,1.488458,0.076292,0.065292,0.002209,3.090584,1,prefill,C2,189
scalar64,scalar,tamper,eval_133,global_shared,99.99,2.0,64,256,768,87095,87095,2132,32,96,176543,176607,1.538375,1.499625,0.086209,0.06775,0.002459,3.108209,1,prefill,C2,189
scalar64,scalar,tamper,eval_134,global_shared,99.99,2.0,64,256,768,87056,87056,2132,32,96,176465,176529,1.523042,1.555041,0.087375,0.07175,0.002458,3.152291,1,prefill,C2,189
scalar64,scalar,tamper,eval_135,global_shared,99.99,2.0,64,256,768,86993,86993,2132,32,96,176339,176403,1.672833,1.500083,0.079625,0.0665,0.002291,3.241707,1,prefill,C2,189
scalar64,scalar,tamper,eval_136,global_shared,99.99,2.0,64,256,768,87088,87088,2132,32,96,176529,176593,1.524125,1.540542,0.081208,0.065708,0.002209,3.132584,1,prefill,C2,189
scalar64,scalar,tamper,eval_137,global_shared,99.99,2.0,64,256,768,117719,117719,2132,32,96,237791,237855,1.635792,1.59475,0.082208,0.07025,0.002334,3.303126,1,prefill,C2,189
scalar64,scalar,tamper,eval_138,global_shared,99.99,2.0,64,256,768,117798,117798,2132,32,96,237949,238013,1.651833,1.616208,0.082334,0.070667,0.002292,3.341,1,prefill,C2,189
scalar64,scalar,tamper,eval_139,global_shared,99.99,2.0,64,256,768,117874,117874,2132,32,96,238101,238165,1.700416,1.636667,0.085209,0.076916,0.002459,3.416458,1,prefill,C2,189
scalar64,scalar,tamper,eval_140,global_shared,99.99,2.0,64,256,768,87075,87075,2132,32,96,176503,176567,1.522917,1.502708,0.07875,0.0655,0.002209,3.093334,1,prefill,C2,189
scalar64,scalar,tamper,eval_141,global_shared,99.99,2.0,64,256,768,94617,94617,2132,32,96,191587,191651,1.6255,1.612833,0.083875,0.06675,0.00225,3.307333,1,prefill,C2,189
scalar64,scalar,tamper,eval_142,global_shared,99.99,2.0,64,256,768,102410,102410,2132,32,96,207173,207237,1.547166,1.514792,0.082209,0.072125,0.002541,3.136624,1,prefill,C2,189
scalar64,scalar,tamper,eval_143,global_shared,99.99,2.0,64,256,768,87113,87113,2132,32,96,176579,176643,1.528792,1.512041,0.081208,0.069333,0.002166,3.112332,1,prefill,C2,189
scalar64,scalar,tamper,eval_144,global_shared,99.99,2.0,64,256,768,87139,87139,2132,32,96,176631,176695,1.57375,1.559,0.081458,0.070042,0.002375,3.205167,1,prefill,C2,189
scalar64,scalar,tamper,eval_145,global_shared,99.99,2.0,64,256,768,86952,86952,2132,32,96,176257,176321,1.557959,1.457375,0.078875,0.065125,0.002292,3.082751,1,prefill,C2,189
scalar64,scalar,tamper,eval_146,global_shared,99.99,2.0,64,256,768,87084,87084,2132,32,96,176521,176585,1.519667,1.469,0.080208,0.069167,0.002375,3.060209,1,prefill,C2,189
scalar64,scalar,tamper,eval_147,global_shared,99.99,2.0,64,256,768,117827,117827,2132,32,96,238007,238071,1.609625,1.5845,0.083458,0.069708,0.00225,3.266083,1,prefill,C2,189
scalar64,scalar,tamper,eval_148,global_shared,99.99,2.0,64,256,768,117775,117775,2132,32,96,237903,237967,1.673042,1.598583,0.081042,0.068292,0.002333,3.34225,1,prefill,C2,189
scalar64,scalar,tamper,eval_149,global_shared,99.99,2.0,64,256,768,117819,117819,2132,32,96,237991,238055,1.678666,1.600917,0.080959,0.068833,0.002292,3.350708,1,prefill,C2,189
scalar64,scalar,tamper,eval_150,global_shared,99.99,2.0,64,256,768,87077,87077,2132,32,96,176507,176571,1.568291,1.562125,0.083709,0.068708,0.002334,3.201458,1,prefill,C2,189
scalar64,scalar,tamper,eval_151,global_shared,99.99,2.0,64,256,768,110135,110135,2132,32,96,222623,222687,1.631792,1.522208,0.078417,0.065667,0.00225,3.221917,1,prefill,C2,189
scalar64,scalar,tamper,eval_152,global_shared,99.99,2.0,64,256,768,117832,117832,2132,32,96,238017,238081,1.577416,1.583042,0.080375,0.071417,0.002375,3.23425,1,prefill,C2,189
scalar64,scalar,tamper,eval_153,global_shared,99.99,2.0,64,256,768,102417,102417,2132,32,96,207187,207251,1.61175,1.590542,0.078667,0.06575,0.002291,3.270333,1,prefill,C2,189
scalar64,scalar,tamper,eval_154,global_shared,99.99,2.0,64,256,768,102552,102552,2132,32,96,207457,207521,1.579292,1.536125,0.078083,0.066458,0.002292,3.184167,1,prefill,C2,189
scalar64,scalar,tamper,eval_155,global_shared,99.99,2.0,64,256,768,102403,102403,2132,32,96,207159,207223,1.558458,1.551958,0.081917,0.071583,0.002291,3.18429,1,prefill,C2,189
scalar64,scalar,tamper,eval_156,global_shared,99.99,2.0,64,256,768,102452,102452,2132,32,96,207257,207321,1.6165,1.569958,0.080958,0.065125,0.002208,3.253791,1,prefill,C2,189
scalar64,scalar,tamper,eval_157,global_shared,99.99,2.0,64,256,768,133180,133180,2132,32,96,268713,268777,1.583541,1.648666,0.077083,0.064459,0.002167,3.298833,1,prefill,C2,189
scalar64,scalar,tamper,eval_158,global_shared,99.99,2.0,64,256,768,133159,133159,2132,32,96,268671,268735,1.599833,1.619917,0.084667,0.065917,0.002166,3.287833,1,prefill,C2,189
scalar64,scalar,tamper,eval_159,global_shared,99.99,2.0,64,256,768,133204,133204,2132,32,96,268761,268825,1.675,1.614625,0.078292,0.066333,0.002167,3.358125,1,prefill,C2,189
scalar64,scalar,tamper,eval_160,global_shared,99.99,2.0,64,256,768,102561,102561,2132,32,96,207475,207539,1.519125,1.570833,0.080709,0.067208,0.002375,3.159541,1,prefill,C2,189
scalar64,scalar,tamper,eval_161,global_shared,99.99,2.0,64,256,768,102359,102359,2132,32,96,207071,207135,1.547958,1.522917,0.079166,0.0665,0.002333,3.139708,1,prefill,C2,189
scalar64,scalar,tamper,eval_162,global_shared,99.99,2.0,64,256,768,110073,110073,2132,32,96,222499,222563,1.592083,1.556042,0.077667,0.065917,0.002167,3.216209,1,prefill,C2,189
scalar64,scalar,tamper,eval_163,global_shared,99.99,2.0,64,256,768,94753,94753,2132,32,96,191859,191923,1.550459,1.657041,0.081334,0.0655,0.00225,3.27525,1,prefill,C2,189
scalar64,scalar,tamper,eval_164,global_shared,99.99,2.0,64,256,768,94714,94714,2132,32,96,191781,191845,1.584166,1.46,0.080666,0.064584,0.002167,3.110917,1,prefill,C2,189
scalar64,scalar,tamper,eval_165,global_shared,99.99,2.0,64,256,768,94710,94710,2132,32,96,191773,191837,1.526833,1.652833,0.079791,0.066,0.002209,3.247875,1,prefill,C2,189
scalar64,scalar,tamper,eval_166,global_shared,99.99,2.0,64,256,768,94768,94768,2132,32,96,191889,191953,1.587792,1.533375,0.080709,0.073458,0.002375,3.197,1,prefill,C2,189
scalar64,scalar,tamper,eval_167,global_shared,99.99,2.0,64,256,768,125421,125421,2132,32,96,253195,253259,1.629291,1.614292,0.080916,0.069375,0.00225,3.315208,1,prefill,C2,189
scalar64,scalar,tamper,eval_168,global_shared,99.99,2.0,64,256,768,125426,125426,2132,32,96,253205,253269,1.710959,1.610791,0.085167,0.066458,0.002417,3.390625,1,prefill,C2,189
scalar64,scalar,tamper,eval_169,global_shared,99.99,2.0,64,256,768,125488,125488,2132,32,96,253329,253393,1.592042,1.562291,0.082208,0.068166,0.002291,3.22479,1,prefill,C2,189
scalar64,scalar,tamper,eval_170,global_shared,99.99,2.0,64,256,768,94781,94781,2132,32,96,191915,191979,1.652792,1.547417,0.085084,0.069792,0.00225,3.272251,1,prefill,C2,189
scalar64,scalar,tamper,eval_171,global_shared,99.99,2.0,64,256,768,102424,102424,2132,32,96,207201,207265,1.595084,1.520792,0.079166,0.065667,0.002209,3.183752,1,prefill,C2,189
scalar64,scalar,tamper,eval_172,global_shared,99.99,2.0,64,256,768,110099,110099,2132,32,96,222551,222615,1.576,1.563,0.082167,0.069666,0.002333,3.210999,1,prefill,C2,189
scalar64,scalar,tamper,eval_173,global_shared,99.99,2.0,64,256,768,94804,94804,2132,32,96,191961,192025,1.625792,1.559875,0.089708,0.077833,0.002375,3.265875,1,prefill,C2,189
scalar64,scalar,tamper,eval_174,global_shared,99.99,2.0,64,256,768,94787,94787,2132,32,96,191927,191991,1.587583,1.525459,0.081333,0.068125,0.002333,3.1835,1,prefill,C2,189
scalar64,scalar,tamper,eval_175,global_shared,99.99,2.0,64,256,768,94756,94756,2132,32,96,191865,191929,1.55925,1.489542,0.078791,0.069875,0.002375,3.121042,1,prefill,C2,189
scalar64,scalar,tamper,eval_176,global_shared,99.99,2.0,64,256,768,94802,94802,2132,32,96,191957,192021,1.547042,1.57525,0.077667,0.066459,0.00225,3.191001,1,prefill,C2,189
scalar64,scalar,tamper,eval_177,global_shared,99.99,2.0,64,256,768,125428,125428,2132,32,96,253209,253273,1.631833,1.570417,0.083584,0.07575,0.00225,3.28025,1,prefill,C2,189
scalar64,scalar,tamper,eval_178,global_shared,99.99,2.0,64,256,768,125405,125405,2132,32,96,253163,253227,1.725917,1.607916,0.087,0.06575,0.002292,3.401875,1,prefill,C2,189
scalar64,scalar,tamper,eval_179,global_shared,99.99,2.0,64,256,768,125471,125471,2132,32,96,253295,253359,1.583208,1.61375,0.088667,0.066333,0.002167,3.265458,1,prefill,C2,189
scalar64,scalar,tamper,eval_180,global_shared,99.99,2.0,64,256,768,94765,94765,2132,32,96,191883,191947,1.575334,1.476834,0.079542,0.066625,0.002125,3.120918,1,prefill,C2,189
scalar64,scalar,tamper,eval_181,global_shared,99.99,2.0,64,256,768,102309,102309,2132,32,96,206971,207035,1.535709,1.575209,0.081208,0.06875,0.002125,3.181793,1,prefill,C2,189
scalar64,scalar,tamper,eval_182,global_shared,99.99,2.0,64,256,768,109895,109895,2132,32,96,222143,222207,1.622709,1.594417,0.077833,0.065209,0.002167,3.284502,1,prefill,C2,189
scalar64,scalar,tamper,eval_183,global_shared,99.99,2.0,64,256,768,94722,94722,2132,32,96,191797,191861,1.570667,1.519125,0.076041,0.065208,0.002084,3.157084,1,prefill,C2,189
scalar64,scalar,tamper,eval_184,global_shared,99.99,2.0,64,256,768,94570,94570,2132,32,96,191493,191557,1.534959,1.537542,0.093667,0.078458,0.002292,3.153251,1,prefill,C2,189
scalar64,scalar,tamper,eval_185,global_shared,99.99,2.0,64,256,768,94672,94672,2132,32,96,191697,191761,1.634542,1.567833,0.094875,0.082875,0.002583,3.287833,1,prefill,C2,189
scalar64,scalar,tamper,eval_186,global_shared,99.99,2.0,64,256,768,94661,94661,2132,32,96,191675,191739,1.539959,1.649083,0.079542,0.070375,0.002333,3.26175,1,prefill,C2,189
scalar64,scalar,tamper,eval_187,global_shared,99.99,2.0,64,256,768,125291,125291,2132,32,96,252935,252999,1.61325,1.596042,0.082375,0.069708,0.002292,3.281292,1,prefill,C2,189
scalar64,scalar,tamper,eval_188,global_shared,99.99,2.0,64,256,768,125342,125342,2132,32,96,253037,253101,1.681834,1.661583,0.0895,0.06975,0.002375,3.415542,1,prefill,C2,189
scalar64,scalar,tamper,eval_189,global_shared,99.99,2.0,64,256,768,125401,125401,2132,32,96,253155,253219,1.700791,1.744334,0.102208,0.072167,0.003209,3.520501,1,prefill,C2,189
scalar64,scalar,tamper,eval_190,global_shared,99.99,2.0,64,256,768,94685,94685,2132,32,96,191723,191787,1.5785,1.4885,0.083208,0.0685,0.002333,3.137833,1,prefill,C2,189
scalar64,scalar,tamper,eval_191,global_shared,99.99,2.0,64,256,768,102365,102365,2132,32,96,207083,207147,1.594917,1.547667,0.080459,0.068833,0.002292,3.213709,1,prefill,C2,189
scalar64,scalar,tamper,eval_192,global_shared,99.99,2.0,64,256,768,109963,109963,2132,32,96,222279,222343,1.641917,1.536875,0.080125,0.06425,0.002209,3.245251,1,prefill,C2,189
scalar64,scalar,tamper,eval_193,global_shared,99.99,2.0,64,256,768,94729,94729,2132,32,96,191811,191875,1.539959,1.507958,0.080959,0.068459,0.00225,3.118626,1,prefill,C2,189
scalar64,scalar,tamper,eval_194,global_shared,99.99,2.0,64,256,768,94732,94732,2132,32,96,191817,191881,1.553291,1.592125,0.099917,0.071166,0.002916,3.219498,1,prefill,C2,189
scalar64,scalar,tamper,eval_195,global_shared,99.99,2.0,64,256,768,94608,94608,2132,32,96,191569,191633,1.751458,1.532542,0.086042,0.065291,0.002167,3.351458,1,prefill,C2,189
scalar64,scalar,tamper,eval_196,global_shared,99.99,2.0,64,256,768,94721,94721,2132,32,96,191795,191859,1.511,1.5025,0.08175,0.066292,0.002125,3.081917,1,prefill,C2,189
scalar64,scalar,tamper,eval_197,global_shared,99.99,2.0,64,256,768,125292,125292,2132,32,96,252937,253001,1.631666,1.640542,0.07975,0.065542,0.002125,3.339875,1,prefill,C2,189
scalar64,scalar,tamper,eval_198,global_shared,99.99,2.0,64,256,768,125348,125348,2132,32,96,253049,253113,1.647791,1.617333,0.081417,0.066167,0.002167,3.333458,1,prefill,C2,189
scalar64,scalar,tamper,eval_199,global_shared,99.99,2.0,64,256,768,125330,125330,2132,32,96,253013,253077,1.691792,1.719083,0.090125,0.065459,0.002417,3.478751,1,prefill,C2,189
scalar64,scalar,tamper,eval_200,global_shared,99.99,2.0,64,256,768,94667,94667,2132,32,96,191687,191751,1.499875,1.479542,0.119083,0.068875,0.002334,3.050626,1,prefill,C2,189
projcos4,projcos,honest_homo,eval_001,checkpoint_specific,99.0,1.5,64,256,768,125387,125387,2132,32,96,253124,253188,1.777125,1.771541,0.255667,0.189334,0.059875,3.797875,0,,,186
projcos4,projcos,honest_homo,eval_002,checkpoint_specific,99.0,1.5,64,256,768,133175,133175,2132,32,96,268700,268764,1.725417,1.757417,0.349,0.202875,0.052458,3.738167,0,,,186
projcos4,projcos,honest_homo,eval_003,checkpoint_specific,99.0,1.5,64,256,768,117824,117824,2132,32,96,237998,238062,1.774875,1.634709,0.199583,0.16625,0.043375,3.619209,0,,,186
projcos4,projcos,honest_homo,eval_004,checkpoint_specific,99.0,1.5,64,256,768,117850,117850,2132,32,96,238050,238114,1.661083,1.592166,0.192292,0.174083,0.0445,3.471832,0,,,186
projcos4,projcos,honest_homo,eval_005,checkpoint_specific,99.0,1.5,64,256,768,117819,117819,2132,32,96,237988,238052,1.622625,1.57,0.207084,0.180042,0.045209,3.417876,0,,,186
projcos4,projcos,honest_homo,eval_006,checkpoint_specific,99.0,1.5,64,256,768,117847,117847,2132,32,96,238044,238108,1.570084,1.570291,0.190125,0.195667,0.051208,3.38725,0,,,186
projcos4,projcos,honest_homo,eval_007,checkpoint_specific,99.0,1.5,64,256,768,148372,148372,2132,32,96,299094,299158,1.832416,1.668209,0.288125,0.215417,0.049334,3.765376,0,,,186
projcos4,projcos,honest_homo,eval_008,checkpoint_specific,99.0,1.5,64,256,768,148442,148442,2132,32,96,299234,299298,1.650959,1.605916,0.225833,0.219042,0.043333,3.51925,0,,,186
projcos4,projcos,honest_homo,eval_009,checkpoint_specific,99.0,1.5,64,256,768,148502,148502,2132,32,96,299354,299418,1.639458,1.662,0.226917,0.20975,0.042417,3.553625,0,,,186
projcos4,projcos,honest_homo,eval_010,checkpoint_specific,99.0,1.5,64,256,768,117752,117752,2132,32,96,237854,237918,7.774375,1.694333,0.26675,0.166916,0.054459,9.690083,0,,,186
projcos4,projcos,honest_homo,eval_011,checkpoint_specific,99.0,1.5,64,256,768,94634,94634,2132,32,96,191618,191682,3.009541,2.374666,0.365125,0.194417,0.076417,5.655041,0,,,186
projcos4,projcos,honest_homo,eval_012,checkpoint_specific,99.0,1.5,64,256,768,102368,102368,2132,32,96,207086,207150,2.223,1.989458,0.248042,0.197083,0.060083,4.469624,0,,,186
projcos4,projcos,honest_homo,eval_013,checkpoint_specific,99.0,1.5,64,256,768,86927,86927,2132,32,96,176204,176268,2.3405,1.894,0.260084,0.306084,0.058708,4.599292,0,,,186
projcos4,projcos,honest_homo,eval_014,checkpoint_specific,99.0,1.5,64,256,768,87044,87044,2132,32,96,176438,176502,2.3885,1.857584,0.237709,0.164667,0.052166,4.462917,0,,,186
projcos4,projcos,honest_homo,eval_015,checkpoint_specific,99.0,1.5,64,256,768,87024,87024,2132,32,96,176398,176462,1.63275,1.585792,0.181292,0.165291,0.048958,3.432791,0,,,186
projcos4,projcos,honest_homo,eval_016,checkpoint_specific,99.0,1.5,64,256,768,87017,87017,2132,32,96,176384,176448,1.505792,1.468959,0.17575,0.163458,0.042667,3.180876,0,,,186
projcos4,projcos,honest_homo,eval_017,checkpoint_specific,99.0,1.5,64,256,768,117702,117702,2132,32,96,237754,237818,1.633959,1.585,0.209167,0.174833,0.044625,3.438417,0,,,186
projcos4,projcos,honest_homo,eval_018,checkpoint_specific,99.0,1.5,64,256,768,117777,117777,2132,32,96,237904,237968,1.636166,1.733375,0.208833,0.179042,0.047917,3.5965,0,,,186
projcos4,projcos,honest_homo,eval_019,checkpoint_specific,99.0,1.5,64,256,768,117794,117794,2132,32,96,237938,238002,1.595959,1.554417,0.191667,0.175416,0.041917,3.367709,0,,,186
projcos4,projcos,honest_homo,eval_020,checkpoint_specific,99.0,1.5,64,256,768,87013,87013,2132,32,96,176376,176440,1.548584,1.540166,0.177333,0.161333,0.038875,3.288958,0,,,186
projcos4,projcos,honest_homo,eval_021,checkpoint_specific,99.0,1.5,64,256,768,102278,102278,2132,32,96,206906,206970,1.582125,1.684958,0.226708,0.175667,0.051041,3.493791,0,,,186
projcos4,projcos,honest_homo,eval_022,checkpoint_specific,99.0,1.5,64,256,768,109959,109959,2132,32,96,222268,222332,1.589875,1.527292,0.191625,0.178459,0.044833,3.340459,0,,,186
projcos4,projcos,honest_homo,eval_023,checkpoint_specific,99.0,1.5,64,256,768,94688,94688,2132,32,96,191726,191790,1.542459,1.535375,0.17975,0.190542,0.041375,3.309751,0,,,186
projcos4,projcos,honest_homo,eval_024,checkpoint_specific,99.0,1.5,64,256,768,94655,94655,2132,32,96,191660,191724,1.491209,1.501,0.187709,0.209,0.043,3.244209,0,,,186
projcos4,projcos,honest_homo,eval_025,checkpoint_specific,99.0,1.5,64,256,768,94608,94608,2132,32,96,191566,191630,1.549542,1.517958,0.177958,0.164083,0.041084,3.272667,0,,,186
projcos4,projcos,honest_homo,eval_026,checkpoint_specific,99.0,1.5,64,256,768,94641,94641,2132,32,96,191632,191696,1.578333,1.573916,0.227292,0.174375,0.05225,3.378874,0,,,186
projcos4,projcos,honest_homo,eval_027,checkpoint_specific,99.0,1.5,64,256,768,125318,125318,2132,32,96,252986,253050,1.592417,1.537084,0.198041,0.178209,0.045625,3.353335,0,,,186
projcos4,projcos,honest_homo,eval_028,checkpoint_specific,99.0,1.5,64,256,768,125330,125330,2132,32,96,253010,253074,1.608875,1.58075,0.186208,0.177333,0.04375,3.410708,0,,,186
projcos4,projcos,honest_homo,eval_029,checkpoint_specific,99.0,1.5,64,256,768,125406,125406,2132,32,96,253162,253226,1.689,1.571833,0.191417,0.177708,0.043125,3.481666,0,,,186
projcos4,projcos,honest_homo,eval_030,checkpoint_specific,99.0,1.5,64,256,768,94632,94632,2132,32,96,191614,191678,1.453542,1.462375,0.264208,0.153917,0.041583,3.111417,0,,,186
projcos4,projcos,honest_homo,eval_031,checkpoint_specific,99.0,1.5,64,256,768,109933,109933,2132,32,96,222216,222280,1.612208,1.53875,0.199583,0.173125,0.044042,3.368125,0,,,186
projcos4,projcos,honest_homo,eval_032,checkpoint_specific,99.0,1.5,64,256,768,117742,117742,2132,32,96,237834,237898,1.630709,1.518958,0.191208,0.175709,0.042875,3.368251,0,,,186
projcos4,projcos,honest_homo,eval_033,checkpoint_specific,99.0,1.5,64,256,768,102412,102412,2132,32,96,207174,207238,1.479542,1.574083,0.183,0.165167,0.048916,3.267708,0,,,186
projcos4,projcos,honest_homo,eval_034,checkpoint_specific,99.0,1.5,64,256,768,102360,102360,2132,32,96,207070,207134,1.552958,1.4955,0.178833,0.168542,0.042125,3.259125,0,,,186
projcos4,projcos,honest_homo,eval_035,checkpoint_specific,99.0,1.5,64,256,768,102369,102369,2132,32,96,207088,207152,1.565291,1.585958,0.188458,0.159542,0.043917,3.354708,0,,,186
