variant,family,scenario,prompt_id,tolerance_mode,percentile,tolerance_scale,signature_scalars_per_checkpoint,signature_bytes_per_checkpoint_fp32,reveal_payload_bytes_per_trace,reference_capture_file_bytes,candidate_capture_file_bytes,metadata_bytes,commitment_head_bytes,commitment_chain_bytes,validator_storage_head_bytes,validator_storage_full_chain_bytes,reference_capture_load_ms,candidate_capture_load_ms,commitment_generation_ms,replay_ms,compare_ms,challenge_latency_ms,detected,first_mismatch_stage,first_mismatch_checkpoint,verdict_bytes
scalar16,scalar,honest_hetero,eval_182,global_shared,99.99,1.5,16,64,192,109944,109895,2147,32,96,222206,222270,1.658125,1.645875,0.090792,0.072417,0.002583,3.379,0,,,188
scalar16,scalar,honest_hetero,eval_183,global_shared,99.99,1.5,16,64,192,94673,94722,2147,32,96,191762,191826,1.9435,1.689875,0.138792,0.071,0.00325,3.707625,0,,,188
scalar16,scalar,honest_hetero,eval_184,global_shared,99.99,1.5,16,64,192,94605,94570,2147,32,96,191542,191606,1.622375,1.559375,0.092333,0.072416,0.0025,3.256666,0,,,188
scalar16,scalar,honest_hetero,eval_185,global_shared,99.99,1.5,16,64,192,94771,94672,2147,32,96,191810,191874,1.680541,1.566667,0.085542,0.068375,0.002417,3.318,0,,,188
scalar16,scalar,honest_hetero,eval_186,global_shared,99.99,1.5,16,64,192,94585,94661,2147,32,96,191613,191677,1.644167,1.553375,0.095375,0.065292,0.002666,3.2655,0,,,188
scalar16,scalar,honest_hetero,eval_187,global_shared,99.99,1.5,16,64,192,125332,125291,2147,32,96,252993,253057,1.677375,1.645459,0.110875,0.071708,0.002791,3.397333,1,prefill,C2,191
scalar16,scalar,honest_hetero,eval_188,global_shared,99.99,1.5,16,64,192,125345,125342,2147,32,96,253054,253118,1.972167,1.678166,0.145166,0.066666,0.003,3.719999,0,,,188
scalar16,scalar,honest_hetero,eval_189,global_shared,99.99,1.5,16,64,192,125415,125401,2147,32,96,253186,253250,1.68625,1.630416,0.086417,0.065917,0.002791,3.385374,1,prefill,C2,191
scalar16,scalar,honest_hetero,eval_190,global_shared,99.99,1.5,16,64,192,94678,94685,2147,32,96,191730,191794,1.582459,1.598083,0.095084,0.071708,0.002542,3.254792,0,,,188
scalar16,scalar,honest_hetero,eval_191,global_shared,99.99,1.5,16,64,192,102330,102365,2147,32,96,207062,207126,1.607542,1.61825,0.086334,0.066083,0.002459,3.294334,0,,,188
scalar16,scalar,honest_hetero,eval_192,global_shared,99.99,1.5,16,64,192,109995,109963,2147,32,96,222325,222389,1.648834,1.8915,0.143,0.069708,0.002875,3.612917,0,,,188
scalar16,scalar,honest_hetero,eval_193,global_shared,99.99,1.5,16,64,192,94705,94729,2147,32,96,191801,191865,1.869291,1.681709,0.138042,0.07025,0.002792,3.624042,0,,,188
scalar16,scalar,honest_hetero,eval_194,global_shared,99.99,1.5,16,64,192,94633,94732,2147,32,96,191732,191796,1.58925,1.608166,0.097375,0.07275,0.002833,3.272999,0,,,188
scalar16,scalar,honest_hetero,eval_195,global_shared,99.99,1.5,16,64,192,94653,94608,2147,32,96,191628,191692,1.688041,1.654875,0.092083,0.07275,0.002625,3.418291,0,,,188
scalar16,scalar,honest_hetero,eval_196,global_shared,99.99,1.5,16,64,192,94622,94721,2147,32,96,191710,191774,1.619042,1.643417,0.084791,0.068291,0.0025,3.33325,0,,,188
scalar16,scalar,honest_hetero,eval_197,global_shared,99.99,1.5,16,64,192,125376,125292,2147,32,96,253035,253099,1.996125,1.729375,0.120125,0.065375,0.002916,3.793791,0,,,188
scalar16,scalar,honest_hetero,eval_198,global_shared,99.99,1.5,16,64,192,125279,125348,2147,32,96,252994,253058,1.621334,1.6505,0.081708,0.06325,0.002375,3.337459,0,,,188
scalar16,scalar,honest_hetero,eval_199,global_shared,99.99,1.5,16,64,192,125448,125330,2147,32,96,253145,253209,1.64925,1.645625,0.100041,0.090917,0.00275,3.388542,0,,,188
scalar16,scalar,honest_hetero,eval_200,global_shared,99.99,1.5,16,64,192,94688,94667,2147,32,96,191722,191786,1.58875,1.547875,0.081125,0.063375,0.002584,3.202584,0,,,188
scalar16,scalar,tamper,eval_001,global_shared,99.99,1.5,16,64,192,125387,125387,2132,32,96,253127,253191,1.639375,1.813292,0.101041,0.063125,0.00275,3.518542,1,prefill,C2,189
scalar16,scalar,tamper,eval_002,global_shared,99.99,1.5,16,64,192,133175,133175,2132,32,96,268703,268767,1.695,1.617209,0.080584,0.063791,0.002625,3.378625,1,prefill,C2,189
scalar16,scalar,tamper,eval_003,global_shared,99.99,1.5,16,64,192,117824,117824,2132,32,96,238001,238065,1.571708,1.596333,0.084542,0.068208,0.002666,3.238915,1,prefill,C2,189
scalar16,scalar,tamper,eval_004,global_shared,99.99,1.5,16,64,192,117850,117850,2132,32,96,238053,238117,1.662584,1.619,0.086041,0.06675,0.002417,3.350751,1,prefill,C2,189
scalar16,scalar,tamper,eval_005,global_shared,99.99,1.5,16,64,192,117819,117819,2132,32,96,237991,238055,1.63425,1.557417,0.084917,0.069583,0.002667,3.263917,1,prefill,C2,189
scalar16,scalar,tamper,eval_006,global_shared,99.99,1.5,16,64,192,117847,117847,2132,32,96,238047,238111,2.079625,1.664916,0.089625,0.068833,0.002916,3.81629,1,prefill,C2,189
scalar16,scalar,tamper,eval_007,global_shared,99.99,1.5,16,64,192,148372,148372,2132,32,96,299097,299161,1.670209,1.685167,0.086125,0.070542,0.002709,3.428627,1,prefill,C2,189
scalar16,scalar,tamper,eval_008,global_shared,99.99,1.5,16,64,192,148442,148442,2132,32,96,299237,299301,1.7695,1.85275,0.09475,0.070625,0.002792,3.695667,1,prefill,C2,189
scalar16,scalar,tamper,eval_009,global_shared,99.99,1.5,16,64,192,148502,148502,2132,32,96,299357,299421,1.710958,1.636083,0.086416,0.072,0.002666,3.421707,1,prefill,C2,189
scalar16,scalar,tamper,eval_010,global_shared,99.99,1.5,16,64,192,117752,117752,2132,32,96,237857,237921,1.681583,1.882959,0.089,0.065291,0.002791,3.632624,1,prefill,C2,189
scalar16,scalar,tamper,eval_011,global_shared,99.99,1.5,16,64,192,94634,94634,2132,32,96,191621,191685,1.607708,1.514042,0.091333,0.069292,0.002791,3.193833,1,prefill,C2,189
scalar16,scalar,tamper,eval_012,global_shared,99.99,1.5,16,64,192,102368,102368,2132,32,96,207089,207153,1.698875,1.60975,0.082583,0.070792,0.002625,3.382042,1,prefill,C2,189
scalar16,scalar,tamper,eval_013,global_shared,99.99,1.5,16,64,192,86927,86927,2132,32,96,176207,176271,1.679417,1.5845,0.079875,0.06375,0.002708,3.330375,1,prefill,C2,189
scalar16,scalar,tamper,eval_014,global_shared,99.99,1.5,16,64,192,87044,87044,2132,32,96,176441,176505,1.5685,1.514625,0.080416,0.06725,0.002708,3.153083,1,prefill,C2,189
scalar16,scalar,tamper,eval_015,global_shared,99.99,1.5,16,64,192,87024,87024,2132,32,96,176401,176465,2.044333,1.791458,0.0885,0.109375,0.003291,3.948457,1,prefill,C2,189
scalar16,scalar,tamper,eval_016,global_shared,99.99,1.5,16,64,192,87017,87017,2132,32,96,176387,176451,1.512041,1.437875,0.078583,0.063458,0.002541,3.015915,1,prefill,C2,189
scalar16,scalar,tamper,eval_017,global_shared,99.99,1.5,16,64,192,117702,117702,2132,32,96,237757,237821,1.6495,1.720625,0.094625,0.077708,0.002708,3.450541,1,prefill,C2,189
scalar16,scalar,tamper,eval_018,global_shared,99.99,1.5,16,64,192,117777,117777,2132,32,96,237907,237971,1.668084,1.573375,0.079541,0.067334,0.002542,3.311335,1,prefill,C2,189
scalar16,scalar,tamper,eval_019,global_shared,99.99,1.5,16,64,192,117794,117794,2132,32,96,237941,238005,1.618541,1.590791,0.138959,0.073583,0.002833,3.285748,1,prefill,C2,189
scalar16,scalar,tamper,eval_020,global_shared,99.99,1.5,16,64,192,87013,87013,2132,32,96,176379,176443,1.957959,1.621417,0.09825,0.063834,0.003,3.64621,1,prefill,C2,189
scalar16,scalar,tamper,eval_021,global_shared,99.99,1.5,16,64,192,102278,102278,2132,32,96,206909,206973,1.536708,1.560334,0.081333,0.06725,0.002625,3.166917,1,prefill,C2,189
scalar16,scalar,tamper,eval_022,global_shared,99.99,1.5,16,64,192,109959,109959,2132,32,96,222271,222335,1.666875,1.70675,0.085875,0.074875,0.00325,3.45175,1,prefill,C2,189
scalar16,scalar,tamper,eval_023,global_shared,99.99,1.5,16,64,192,94688,94688,2132,32,96,191729,191793,1.523916,1.50225,0.076292,0.067708,0.002542,3.096416,1,prefill,C2,189
scalar16,scalar,tamper,eval_024,global_shared,99.99,1.5,16,64,192,94655,94655,2132,32,96,191663,191727,1.598,1.784916,0.101125,0.063083,0.002666,3.448665,1,prefill,C2,189
scalar16,scalar,tamper,eval_025,global_shared,99.99,1.5,16,64,192,94608,94608,2132,32,96,191569,191633,1.564667,1.576042,0.078416,0.062792,0.0025,3.206001,1,prefill,C2,189
scalar16,scalar,tamper,eval_026,global_shared,99.99,1.5,16,64,192,94641,94641,2132,32,96,191635,191699,1.510334,1.544708,0.175917,0.075375,0.003208,3.133625,1,prefill,C2,189
scalar16,scalar,tamper,eval_027,global_shared,99.99,1.5,16,64,192,125318,125318,2132,32,96,252989,253053,1.730625,1.59525,0.076834,0.063125,0.002542,3.391542,1,prefill,C2,189
scalar16,scalar,tamper,eval_028,global_shared,99.99,1.5,16,64,192,125330,125330,2132,32,96,253013,253077,1.612167,1.575,0.074875,0.062875,0.002459,3.252501,1,prefill,C2,189
scalar16,scalar,tamper,eval_029,global_shared,99.99,1.5,16,64,192,125406,125406,2132,32,96,253165,253229,1.639833,1.64575,0.083375,0.069166,0.00275,3.357499,1,prefill,C2,189
scalar16,scalar,tamper,eval_030,global_shared,99.99,1.5,16,64,192,94632,94632,2132,32,96,191617,191681,1.542291,1.4725,0.0785,0.065375,0.002417,3.082583,1,prefill,C2,189
scalar16,scalar,tamper,eval_031,global_shared,99.99,1.5,16,64,192,109933,109933,2132,32,96,222219,222283,1.601708,1.637416,0.077208,0.079458,0.002375,3.320957,1,prefill,C2,189
scalar16,scalar,tamper,eval_032,global_shared,99.99,1.5,16,64,192,117742,117742,2132,32,96,237837,237901,1.612209,1.554,0.07625,0.066916,0.002334,3.235459,1,prefill,C2,189
scalar16,scalar,tamper,eval_033,global_shared,99.99,1.5,16,64,192,102412,102412,2132,32,96,207177,207241,1.572625,1.562625,0.077375,0.0665,0.002458,3.204208,1,prefill,C2,189
scalar16,scalar,tamper,eval_034,global_shared,99.99,1.5,16,64,192,102360,102360,2132,32,96,207073,207137,1.641084,1.5445,0.096833,0.0655,0.002875,3.253959,1,prefill,C2,189
scalar16,scalar,tamper,eval_035,global_shared,99.99,1.5,16,64,192,102369,102369,2132,32,96,207091,207155,1.585917,1.548,0.081583,0.067375,0.002791,3.204083,1,prefill,C2,189
scalar16,scalar,tamper,eval_036,global_shared,99.99,1.5,16,64,192,102345,102345,2132,32,96,207043,207107,1.601167,1.727917,0.078708,0.067,0.002833,3.398917,1,prefill,C2,189
scalar16,scalar,tamper,eval_037,global_shared,99.99,1.5,16,64,192,133072,133072,2132,32,96,268497,268561,1.711375,1.586,0.076041,0.062542,0.002417,3.362334,1,prefill,C2,189
scalar16,scalar,tamper,eval_038,global_shared,99.99,1.5,16,64,192,133104,133104,2132,32,96,268561,268625,1.606625,1.618708,0.080208,0.070083,0.002833,3.298249,1,prefill,C2,189
scalar16,scalar,tamper,eval_039,global_shared,99.99,1.5,16,64,192,133130,133130,2132,32,96,268613,268677,1.740625,1.672375,0.127167,0.072375,0.002792,3.488167,1,prefill,C2,189
scalar16,scalar,tamper,eval_040,global_shared,99.99,1.5,16,64,192,102351,102351,2132,32,96,207055,207119,1.553375,1.487208,0.078708,0.063917,0.002667,3.107167,1,prefill,C2,189
scalar16,scalar,tamper,eval_041,global_shared,99.99,1.5,16,64,192,117781,117781,2132,32,96,237915,237979,1.690167,1.670416,0.083,0.063833,0.002459,3.426875,1,prefill,C2,189
scalar16,scalar,tamper,eval_042,global_shared,99.99,1.5,16,64,192,125483,125483,2132,32,96,253319,253383,1.565667,1.593083,0.079833,0.064792,0.002417,3.225959,1,prefill,C2,189
scalar16,scalar,tamper,eval_043,global_shared,99.99,1.5,16,64,192,110095,110095,2132,32,96,222543,222607,1.5675,1.568833,0.077333,0.068958,0.002583,3.207874,1,prefill,C2,189
scalar16,scalar,tamper,eval_044,global_shared,99.99,1.5,16,64,192,110045,110045,2132,32,96,222443,222507,1.582541,1.576,0.079834,0.064042,0.002417,3.225,1,prefill,C2,189
scalar16,scalar,tamper,eval_045,global_shared,99.99,1.5,16,64,192,110039,110039,2132,32,96,222431,222495,1.614875,1.644416,0.086875,0.066,0.002417,3.327708,1,prefill,C2,189
scalar16,scalar,tamper,eval_046,global_shared,99.99,1.5,16,64,192,110089,110089,2132,32,96,222531,222595,1.72125,1.571042,0.081291,0.063958,0.002375,3.358625,1,prefill,C2,189
scalar16,scalar,tamper,eval_047,global_shared,99.99,1.5,16,64,192,140708,140708,2132,32,96,283769,283833,1.608541,1.600542,0.077792,0.067042,0.002417,3.278542,1,prefill,C2,189
scalar16,scalar,tamper,eval_048,global_shared,99.99,1.5,16,64,192,140709,140709,2132,32,96,283771,283835,1.69025,1.761542,0.087,0.065542,0.002667,3.520001,1,prefill,C2,189
scalar16,scalar,tamper,eval_049,global_shared,99.99,1.5,16,64,192,140782,140782,2132,32,96,283917,283981,1.699708,1.587708,0.07825,0.063083,0.005,3.355499,1,prefill,C2,189
scalar16,scalar,tamper,eval_050,global_shared,99.99,1.5,16,64,192,110109,110109,2132,32,96,222571,222635,1.601667,1.642334,0.085334,0.063292,0.002208,3.309501,1,prefill,C2,189
scalar16,scalar,tamper,eval_051,global_shared,99.99,1.5,16,64,192,125473,125473,2132,32,96,253299,253363,1.637792,1.605875,0.080541,0.070709,0.002542,3.316918,1,prefill,C2,189
scalar16,scalar,tamper,eval_052,global_shared,99.99,1.5,16,64,192,133158,133158,2132,32,96,268669,268733,1.675167,1.646,0.116458,0.072875,0.002625,3.396667,1,prefill,C2,189
scalar16,scalar,tamper,eval_053,global_shared,99.99,1.5,16,64,192,117930,117930,2132,32,96,238213,238277,1.762708,1.667209,0.091833,0.070584,0.0035,3.504001,1,prefill,C2,189
scalar16,scalar,tamper,eval_054,global_shared,99.99,1.5,16,64,192,117955,117955,2132,32,96,238263,238327,1.691,1.5525,0.076417,0.062625,0.002458,3.308583,1,prefill,C2,189
scalar16,scalar,tamper,eval_055,global_shared,99.99,1.5,16,64,192,117827,117827,2132,32,96,238007,238071,1.703375,1.638959,0.082917,0.064334,0.002583,3.409251,1,prefill,C2,189
scalar16,scalar,tamper,eval_056,global_shared,99.99,1.5,16,64,192,117845,117845,2132,32,96,238043,238107,1.603958,1.567125,0.078583,0.068125,0.002542,3.24175,1,prefill,C2,189
scalar16,scalar,tamper,eval_057,global_shared,99.99,1.5,16,64,192,148278,148278,2132,32,96,298909,298973,1.710542,1.751666,0.093709,0.065291,0.002791,3.53029,1,prefill,C2,189
scalar16,scalar,tamper,eval_058,global_shared,99.99,1.5,16,64,192,148424,148424,2132,32,96,299201,299265,1.888375,1.6415,0.084209,0.06775,0.002958,3.600583,1,prefill,C2,189
scalar16,scalar,tamper,eval_059,global_shared,99.99,1.5,16,64,192,148408,148408,2132,32,96,299169,299233,1.688792,1.726208,0.0795,0.0925,0.007083,3.514583,1,prefill,C2,189
scalar16,scalar,tamper,eval_060,global_shared,99.99,1.5,16,64,192,117952,117952,2132,32,96,238257,238321,1.692333,1.606875,0.076875,0.063667,0.002542,3.365417,1,prefill,C2,189
scalar16,scalar,tamper,eval_061,global_shared,99.99,1.5,16,64,192,94729,94729,2132,32,96,191811,191875,1.565667,1.504333,0.08175,0.064666,0.002375,3.137041,1,prefill,C2,189
scalar16,scalar,tamper,eval_062,global_shared,99.99,1.5,16,64,192,102420,102420,2132,32,96,207193,207257,1.665875,1.541875,0.087083,0.064958,0.002708,3.275416,1,prefill,C2,189
scalar16,scalar,tamper,eval_063,global_shared,99.99,1.5,16,64,192,86997,86997,2132,32,96,176347,176411,1.557792,1.50425,0.080417,0.064125,0.0025,3.128667,1,prefill,C2,189
scalar16,scalar,tamper,eval_064,global_shared,99.99,1.5,16,64,192,87139,87139,2132,32,96,176631,176695,1.596959,1.669042,0.088125,0.06575,0.00275,3.334501,1,prefill,C2,189
scalar16,scalar,tamper,eval_065,global_shared,99.99,1.5,16,64,192,87081,87081,2132,32,96,176515,176579,1.594625,1.513125,0.080417,0.063417,0.0025,3.173667,1,prefill,C2,189
scalar16,scalar,tamper,eval_066,global_shared,99.99,1.5,16,64,192,87056,87056,2132,32,96,176465,176529,1.624459,1.484958,0.078125,0.070083,0.002625,3.182125,1,prefill,C2,189
scalar16,scalar,tamper,eval_067,global_shared,99.99,1.5,16,64,192,117822,117822,2132,32,96,237997,238061,1.684417,1.575375,0.078209,0.063333,0.002458,3.325583,1,prefill,C2,189
scalar16,scalar,tamper,eval_068,global_shared,99.99,1.5,16,64,192,117889,117889,2132,32,96,238131,238195,1.567917,1.534041,0.075333,0.063167,0.002459,3.167584,1,prefill,C2,189
scalar16,scalar,tamper,eval_069,global_shared,99.99,1.5,16,64,192,117797,117797,2132,32,96,237947,238011,1.666417,1.671083,0.076417,0.073958,0.002625,3.414083,1,prefill,C2,189
scalar16,scalar,tamper,eval_070,global_shared,99.99,1.5,16,64,192,87040,87040,2132,32,96,176433,176497,1.550292,1.496667,0.079041,0.065709,0.002333,3.115001,1,prefill,C2,189
scalar16,scalar,tamper,eval_071,global_shared,99.99,1.5,16,64,192,102442,102442,2132,32,96,207237,207301,1.618625,1.791041,0.09,0.067375,0.00275,3.479791,1,prefill,C2,189
scalar16,scalar,tamper,eval_072,global_shared,99.99,1.5,16,64,192,110082,110082,2132,32,96,222517,222581,1.659333,1.637791,0.083458,0.064542,0.002667,3.364333,1,prefill,C2,189
scalar16,scalar,tamper,eval_073,global_shared,99.99,1.5,16,64,192,94742,94742,2132,32,96,191837,191901,1.53575,1.596875,0.0885,0.065625,0.002542,3.200792,1,prefill,C2,189
scalar16,scalar,tamper,eval_074,global_shared,99.99,1.5,16,64,192,94770,94770,2132,32,96,191893,191957,1.608334,1.58425,0.086209,0.067041,0.002541,3.262166,1,prefill,C2,189
scalar16,scalar,tamper,eval_075,global_shared,99.99,1.5,16,64,192,94677,94677,2132,32,96,191707,191771,1.598458,1.557334,0.080375,0.068459,0.002709,3.22696,1,prefill,C2,189
scalar16,scalar,tamper,eval_076,global_shared,99.99,1.5,16,64,192,94651,94651,2132,32,96,191655,191719,1.622666,1.901667,0.101208,0.068875,0.00275,3.595958,1,prefill,C2,189
scalar16,scalar,tamper,eval_077,global_shared,99.99,1.5,16,64,192,125450,125450,2132,32,96,253253,253317,1.73,1.574167,0.082083,0.06475,0.002833,3.37175,1,prefill,C2,189
scalar16,scalar,tamper,eval_078,global_shared,99.99,1.5,16,64,192,125481,125481,2132,32,96,253315,253379,1.61825,1.643,0.098459,0.065167,0.002834,3.329251,1,prefill,C2,189
scalar16,scalar,tamper,eval_079,global_shared,99.99,1.5,16,64,192,125437,125437,2132,32,96,253227,253291,1.740541,1.738125,0.079875,0.064,0.0025,3.545166,1,prefill,C2,189
scalar16,scalar,tamper,eval_080,global_shared,99.99,1.5,16,64,192,94814,94814,2132,32,96,191981,192045,1.547667,1.5185,0.074875,0.0675,0.002541,3.136208,1,prefill,C2,189
scalar16,scalar,tamper,eval_081,global_shared,99.99,1.5,16,64,192,102323,102323,2132,32,96,206999,207063,1.625084,1.550834,0.080167,0.063583,0.002542,3.242043,1,prefill,C2,189
scalar16,scalar,tamper,eval_082,global_shared,99.99,1.5,16,64,192,110077,110077,2132,32,96,222507,222571,1.594042,1.548792,0.0785,0.064292,0.002541,3.209667,1,prefill,C2,189
scalar16,scalar,tamper,eval_083,global_shared,99.99,1.5,16,64,192,94746,94746,2132,32,96,191845,191909,1.621459,1.614166,0.081583,0.064541,0.002541,3.302707,1,prefill,C2,189
scalar16,scalar,tamper,eval_084,global_shared,99.99,1.5,16,64,192,94772,94772,2132,32,96,191897,191961,1.583708,1.499333,0.077208,0.070834,0.002583,3.156458,1,prefill,C2,189
scalar16,scalar,tamper,eval_085,global_shared,99.99,1.5,16,64,192,94711,94711,2132,32,96,191775,191839,1.543333,1.524,0.084334,0.069667,0.002834,3.139834,1,prefill,C2,189
scalar16,scalar,tamper,eval_086,global_shared,99.99,1.5,16,64,192,94658,94658,2132,32,96,191669,191733,1.630666,1.538084,0.079125,0.066917,0.002583,3.23825,1,prefill,C2,189
scalar16,scalar,tamper,eval_087,global_shared,99.99,1.5,16,64,192,125362,125362,2132,32,96,253077,253141,1.611625,1.589667,0.080334,0.068,0.002625,3.271917,1,prefill,C2,189
scalar16,scalar,tamper,eval_088,global_shared,99.99,1.5,16,64,192,125445,125445,2132,32,96,253243,253307,1.74675,1.655208,0.08075,0.063791,0.002541,3.46829,1,prefill,C2,189
scalar16,scalar,tamper,eval_089,global_shared,99.99,1.5,16,64,192,125479,125479,2132,32,96,253311,253375,1.688208,1.64575,0.0795,0.067041,0.0025,3.403499,1,prefill,C2,189
scalar16,scalar,tamper,eval_090,global_shared,99.99,1.5,16,64,192,94653,94653,2132,32,96,191659,191723,1.622708,1.618041,0.077792,0.063958,0.002459,3.307166,1,prefill,C2,189
scalar16,scalar,tamper,eval_091,global_shared,99.99,1.5,16,64,192,94583,94583,2132,32,96,191519,191583,1.527167,1.469708,0.079375,0.06475,0.002542,3.064167,1,prefill,C2,189
scalar16,scalar,tamper,eval_092,global_shared,99.99,1.5,16,64,192,102324,102324,2132,32,96,207001,207065,1.55675,1.561958,0.082917,0.072417,0.002542,3.193667,1,prefill,C2,189
scalar16,scalar,tamper,eval_093,global_shared,99.99,1.5,16,64,192,87015,87015,2132,32,96,176383,176447,1.658875,1.55275,0.078166,0.063084,0.002458,3.277167,1,prefill,C2,189
scalar16,scalar,tamper,eval_094,global_shared,99.99,1.5,16,64,192,87058,87058,2132,32,96,176469,176533,1.496333,1.448417,0.074666,0.062875,0.002375,3.01,1,prefill,C2,189
scalar16,scalar,tamper,eval_095,global_shared,99.99,1.5,16,64,192,86952,86952,2132,32,96,176257,176321,1.525166,1.533375,0.078375,0.068125,0.002625,3.129291,1,prefill,C2,189
scalar16,scalar,tamper,eval_096,global_shared,99.99,1.5,16,64,192,87127,87127,2132,32,96,176607,176671,1.560542,1.549625,0.077292,0.064541,0.002375,3.177083,1,prefill,C2,189
scalar16,scalar,tamper,eval_097,global_shared,99.99,1.5,16,64,192,117750,117750,2132,32,96,237853,237917,1.610542,1.573833,0.089459,0.069708,0.0025,3.256583,1,prefill,C2,189
scalar16,scalar,tamper,eval_098,global_shared,99.99,1.5,16,64,192,117759,117759,2132,32,96,237871,237935,1.712875,1.659959,0.080542,0.067708,0.002459,3.443001,1,prefill,C2,189
scalar16,scalar,tamper,eval_099,global_shared,99.99,1.5,16,64,192,117780,117780,2132,32,96,237913,237977,1.677541,1.586458,0.079875,0.063833,0.002416,3.330248,1,prefill,C2,189
scalar16,scalar,tamper,eval_100,global_shared,99.99,1.5,16,64,192,87059,87059,2132,32,96,176471,176535,1.556416,1.524417,0.079541,0.066125,0.002459,3.149417,1,prefill,C2,189
scalar16,scalar,tamper,eval_101,global_shared,99.99,1.5,16,64,192,94700,94700,2132,32,96,191753,191817,1.532375,1.562209,0.082833,0.070584,0.002375,3.167543,1,prefill,C2,189
scalar16,scalar,tamper,eval_102,global_shared,99.99,1.5,16,64,192,102373,102373,2132,32,96,207099,207163,1.633125,1.577458,0.081708,0.067583,0.002541,3.280707,1,prefill,C2,189
scalar16,scalar,tamper,eval_103,global_shared,99.99,1.5,16,64,192,87158,87158,2132,32,96,176669,176733,1.627292,1.566416,0.088708,0.072833,0.002958,3.269499,1,prefill,C2,189
scalar16,scalar,tamper,eval_104,global_shared,99.99,1.5,16,64,192,87146,87146,2132,32,96,176645,176709,1.609708,1.528208,0.079416,0.068041,0.002541,3.208498,1,prefill,C2,189
scalar16,scalar,tamper,eval_105,global_shared,99.99,1.5,16,64,192,87135,87135,2132,32,96,176623,176687,1.67275,1.513333,0.079541,0.065541,0.002458,3.254082,1,prefill,C2,189
scalar16,scalar,tamper,eval_106,global_shared,99.99,1.5,16,64,192,87115,87115,2132,32,96,176583,176647,1.516209,1.542208,0.075042,0.068333,0.002416,3.129166,1,prefill,C2,189
scalar16,scalar,tamper,eval_107,global_shared,99.99,1.5,16,64,192,117810,117810,2132,32,96,237973,238037,1.608334,1.603708,0.073541,0.066166,0.002375,3.280583,1,prefill,C2,189
scalar16,scalar,tamper,eval_108,global_shared,99.99,1.5,16,64,192,117838,117838,2132,32,96,238029,238093,1.693916,1.61775,0.123459,0.06725,0.00275,3.381666,1,prefill,C2,189
scalar16,scalar,tamper,eval_109,global_shared,99.99,1.5,16,64,192,117828,117828,2132,32,96,238009,238073,1.560208,1.523375,0.07925,0.066083,0.0025,3.152166,1,prefill,C2,189
scalar16,scalar,tamper,eval_110,global_shared,99.99,1.5,16,64,192,87160,87160,2132,32,96,176673,176737,1.5385,1.466625,0.077625,0.068917,0.002667,3.076709,1,prefill,C2,189
scalar16,scalar,tamper,eval_111,global_shared,99.99,1.5,16,64,192,87018,87018,2132,32,96,176389,176453,1.515875,1.505833,0.088375,0.069792,0.002667,3.094167,1,prefill,C2,189
scalar16,scalar,tamper,eval_112,global_shared,99.99,1.5,16,64,192,94785,94785,2132,32,96,191923,191987,1.544791,1.494292,0.076875,0.067583,0.002667,3.109333,1,prefill,C2,189
scalar16,scalar,tamper,eval_113,global_shared,99.99,1.5,16,64,192,79413,79413,2132,32,96,161179,161243,1.5445,1.489458,0.076,0.064584,0.002458,3.101,1,prefill,C2,189
scalar16,scalar,tamper,eval_114,global_shared,99.99,1.5,16,64,192,79398,79398,2132,32,96,161149,161213,1.506,1.530708,0.075916,0.062291,0.002416,3.101415,1,prefill,C2,189
scalar16,scalar,tamper,eval_115,global_shared,99.99,1.5,16,64,192,79342,79342,2132,32,96,161037,161101,1.530834,1.437834,0.078667,0.063916,0.002333,3.034917,1,prefill,C2,189
scalar16,scalar,tamper,eval_116,global_shared,99.99,1.5,16,64,192,79427,79427,2132,32,96,161207,161271,1.493,1.496167,0.078833,0.062708,0.00225,3.054125,1,prefill,C2,189
scalar16,scalar,tamper,eval_117,global_shared,99.99,1.5,16,64,192,110094,110094,2132,32,96,222541,222605,1.6085,1.599625,0.07875,0.063833,0.0025,3.274458,1,prefill,C2,189
scalar16,scalar,tamper,eval_118,global_shared,99.99,1.5,16,64,192,110064,110064,2132,32,96,222481,222545,1.622583,1.558625,0.075416,0.063,0.002375,3.246583,1,prefill,C2,189
scalar16,scalar,tamper,eval_119,global_shared,99.99,1.5,16,64,192,110108,110108,2132,32,96,222569,222633,1.558125,1.5715,0.077542,0.065292,0.002333,3.19725,1,prefill,C2,189
scalar16,scalar,tamper,eval_120,global_shared,99.99,1.5,16,64,192,79443,79443,2132,32,96,161239,161303,1.620833,1.52175,0.077916,0.06375,0.002458,3.208791,1,prefill,C2,189
scalar16,scalar,tamper,eval_121,global_shared,99.99,1.5,16,64,192,125386,125386,2132,32,96,253125,253189,1.611416,1.568625,0.079542,0.065708,0.002459,3.248208,1,prefill,C2,189
scalar16,scalar,tamper,eval_122,global_shared,99.99,1.5,16,64,192,133104,133104,2132,32,96,268561,268625,1.647292,1.636541,0.080875,0.073708,0.002542,3.360083,1,prefill,C2,189
scalar16,scalar,tamper,eval_123,global_shared,99.99,1.5,16,64,192,117705,117705,2132,32,96,237763,237827,1.624958,1.5775,0.075084,0.06275,0.002375,3.267583,1,prefill,C2,189
